,Zipcode,Property Type,Square Feet,Bedrooms,Bathrooms,Review Scores Rating,Accommodates,Amenities,Cleaning Fee,Cancellation Policy,Latitude,Longitude,Price
22422,90024.0,House,500.0,1.0,1.5,94.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",25.0,moderate,34.05568961332445,-118.43270511484192,100.0
22527,37212.0,House,256.0,1.0,1.0,100.0,2.0,"TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets Allowed,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo",80.0,strict,36.139879327672205,-86.81660437396238,149.0
22611,11105.0,Apartment,1000.0,2.0,1.0,97.0,7.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance,High chair,Pack ’n Play/travel crib",85.0,strict,40.77787192504105,-73.91472297515774,252.0
22663,70118.0,Apartment,170.0,1.0,1.0,95.0,1.0,"Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Indoor fireplace,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hair dryer,Iron,Laptop friendly workspace",20.0,strict,29.946354981998898,-90.13442639201179,20.0
22746,70116.0,Apartment,500.0,1.0,1.0,97.0,2.0,"TV,Internet,Wireless Internet,Air conditioning,Free parking on premises,Pets live on this property,Dog(s),Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_49,Private entrance",45.0,strict,29.966293606588202,-90.06793595422819,89.0
22856,10019.0,Apartment,667.0,1.0,1.0,96.0,3.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry",93.0,strict,40.7629465416406,-73.98963917675323,439.0
22967,10010.0,Apartment,800.0,2.0,1.0,84.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",80.0,strict,40.73977657350258,-73.98193307603977,250.0
23050,2125.0,Apartment,1200.0,2.0,1.0,93.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Fire Extinguisher",150.0,strict,42.32188940933104,-71.06182926672871,125.0
23054,2122.0,Apartment,1200.0,2.0,1.0,93.0,5.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Fire Extinguisher",150.0,strict,42.28981312038293,-71.059004563947,125.0
23153,60622.0,Apartment,85.0,1.0,1.0,95.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron",15.0,strict,41.891506665622096,-87.67216108003775,65.0
23239,60619.0,Apartment,0.0,1.0,1.0,89.0,2.0,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Free parking on premises,Gym,Elevator in building,Hot tub,Heating,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron",10.0,strict,41.74895868384067,-87.61657709126196,119.0
23320,80209.0,House,1000.0,2.0,1.0,96.0,5.0,"TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Suitable for Events,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace",100.0,strict,39.70169270149595,-104.9623532598618,199.0
23339,80238.0,House,1352.0,1.0,1.5,95.0,1.0,"Internet,Wireless Internet,Air Conditioning,Pool,Kitchen,Free Parking on Premises,Pets Allowed,Heating,Family/Kid Friendly,Washer,Dryer,Shampoo",90.0,moderate,39.76149992108543,-104.89245478071275,39.0
23452,11237.0,Loft,2000.0,1.0,1.5,95.0,2.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Hot tub,Buzzer/wireless intercom,Heating,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials",40.0,strict,40.69043060217643,-73.90300361140804,75.0
23539,70115.0,House,1400.0,2.0,2.0,98.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Self Check-In,Keypad,Lockbox",99.0,strict,29.92009195747158,-90.09816978974243,230.0
23578,70130.0,Apartment,1100.0,1.0,1.0,99.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",85.0,flexible,29.93390307555172,-90.07081219955258,129.0
23590,70116.0,House,500.0,1.0,0.0,95.0,2.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Pets live on this property,Dog(s),Cat(s),Buzzer/wireless intercom,Heating,Suitable for events,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",5.0,moderate,29.967409649237123,-90.05994924380676,85.0
23658,11216.0,Apartment,800.0,1.0,1.0,94.0,5.0,"TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Hangers,Hair dryer,Iron,Self Check-In,Lockbox,Private entrance",90.0,strict,40.68371074899763,-73.94027774242902,150.0
23737,90266.0,House,1000.0,3.0,2.0,100.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Dryer,Iron",100.0,strict,33.89241814773229,-118.40862913332212,300.0
23786,90291.0,Apartment,600.0,1.0,1.0,93.0,4.0,"Cable TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",125.0,strict,33.9921616574419,-118.45729484091494,150.0
23798,90291.0,Other,350.0,0.0,1.0,98.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Free parking on premises,Heating,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",25.0,strict,33.985696486274385,-118.47158556480056,150.0
23808,90043.0,House,1160.0,2.0,1.5,100.0,6.0,"TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Pets live on this property,Dog(s),Cat(s),Hot tub,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer",90.0,strict,34.00190242388775,-118.33816899694571,195.0
23986,10016.0,Apartment,850.0,2.0,1.0,98.0,1.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",80.0,strict,40.74353696033089,-73.98550646573321,104.0
24130,10003.0,Apartment,0.0,1.0,1.0,98.0,3.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox",75.0,strict,40.73213285530901,-73.98516692332649,199.0
24213,10002.0,Apartment,1000.0,2.0,2.0,91.0,5.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Iron",95.0,strict,40.71952373549248,-73.98437002338207,349.0
24443,90293.0,Other,350.0,1.0,1.0,96.0,1.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Washer,Dryer",50.0,moderate,33.9531032881642,-118.44432349779295,100.0
24459,90048.0,House,788.0,1.0,1.0,89.0,4.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Private entrance",120.0,strict,34.07182180410049,-118.36720527474763,177.0
24561,91030.0,House,5.0,3.0,1.0,94.0,7.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Private entrance",160.0,strict,34.1140378924516,-118.16400055179236,399.0
24635,91001,Apartment,620.0,1.0,1.0,95.0,2.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Washer,Dryer,Smoke detector,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",30.0,strict,34.190631096687376,-118.12274572214504,90.0
24749,90036,Apartment,2000.0,1.0,2.0,83.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",35.0,moderate,34.065614799393,-118.34183793057991,65.0
24763,90046,House,3000.0,4.0,3.0,99.0,8.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,Self Check-In,Keypad,Private entrance",285.0,strict,34.12407462499745,-118.35777682793709,925.0
25088,91202,Other,1050.0,1.0,1.0,99.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Free parking on premises,Breakfast,Heating,Washer,Dryer,Smoke detector,Essentials,Shampoo",50.0,strict,34.17490188462424,-118.27045267862228,90.0
25135,90802,Apartment,700.0,2.0,1.0,88.0,5.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Breakfast,Pets live on this property,Dog(s),Cat(s),Heating,Family/kid friendly,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Smartlock,Bathtub,Children’s books and toys,Children’s dinnerware",150.0,strict,33.76756263209436,-118.17915272784796,125.0
25151,11222,Apartment,800.0,1.0,1.0,97.0,3.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hair dryer,Iron,Laptop friendly workspace",50.0,strict,40.72304685866346,-73.95088899029528,129.0
25250,10018,Apartment,0.0,1.0,1.0,98.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Gym,Elevator in building,Heating",150.0,flexible,40.75589810818564,-73.99469404733841,295.0
25425,10003,Apartment,400.0,0.0,1.0,80.0,4.0,"TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,First aid kit,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Bathtub,Game console",120.0,strict,40.72811042117848,-73.98663174425269,170.0
25426,10003,Townhouse,0.0,1.0,3.5,97.0,5.0,"Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",79.0,strict,40.73072206126695,-73.98973865398138,99.0
25450,11238,Apartment,350.0,1.0,1.0,90.0,3.0,"Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron",125.0,moderate,40.6873743600338,-73.9712514675922,125.0
25808,90048,House,1350.0,2.0,2.0,97.0,4.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad,Private entrance,Bathtub,High chair,Pack ’n Play/travel crib",150.0,strict,34.07714015313076,-118.37558853820782,350.0
25895,90035,House,1800.0,4.0,3.0,80.0,16.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Gym,Hot tub,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo",95.0,strict,34.05095052143993,-118.38999728170702,360.0
26117,90028,Apartment,0.0,1.0,1.0,85.0,4.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Gym,Breakfast,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron",24.0,strict,34.10233373547472,-118.33029652271351,98.0
26188,90048,Bungalow,1000.0,1.0,1.0,100.0,1.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Lock on bedroom door,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",50.0,strict,34.08164813003769,-118.368391654061,54.0
26310,90046,Apartment,400.0,1.0,1.0,98.0,1.0,"TV,Cable TV,Wireless Internet,Kitchen,Pets allowed,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",50.0,moderate,34.11141247656888,-118.36910476052928,74.0
26322,90018,Apartment,850.0,1.0,1.0,96.0,3.0,"Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,Private entrance",25.0,flexible,34.03303221072569,-118.32943152337515,110.0
26362,91206,Condominium,205.0,2.0,2.0,96.0,6.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Hot tub,Indoor fireplace,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",50.0,flexible,34.148359382780406,-118.25332189087143,225.0
26667,90038,Apartment,0.0,1.0,1.0,94.0,2.0,"TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",50.0,moderate,34.087978475116074,-118.32501490533319,79.0
26736,90026,House,1600.0,3.0,2.0,88.0,5.0,"TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",200.0,strict,34.08902224071965,-118.24665434515094,350.0
26811,90042,House,130.0,1.0,1.0,96.0,1.0,"TV,Internet,Wireless Internet,Kitchen,Pets live on this property,Cat(s),Heating,Smoke detector,Fire extinguisher,Essentials,Shampoo,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",10.0,moderate,34.110169962165216,-118.19698724499465,55.0
27140,11216,Apartment,193.0,1.0,1.0,97.0,2.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Hot tub,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",10.0,strict,40.68284626118672,-73.95161996029061,60.0
27251,70117,Apartment,500.0,1.0,1.0,98.0,2.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Cat(s),Other pet(s),Heating,Family/kid friendly,Smoke detector,First aid kit,Fire extinguisher,Essentials,24-hour check-in,Hair dryer,Iron,Laptop friendly workspace",50.0,strict,29.96697619883473,-90.04733339772844,75.0
27260,70118,House,1850.0,3.0,3.5,93.0,6.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets live on this property,Cat(s),Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo",150.0,moderate,29.944828423141107,-90.13142316874928,295.0
